category,exam1_score,exam2_score,student_name
Category2,86,130,Nathaniel Rempel
Category1,60,150,Jim Herman
Category2,25,180,Kurt Willms
Category1,94,173,Kimberly McLaughlin
Category2,44,167,Alexandra Reinger
Category1,65,180,Alonzo Bartoletti
Category2,5,189,Beth Abshire V
Category1,45,134,Miss Krista Hessel
Category2,95,177,Leonard Luettgen
Category1,13,200,Conrad Swaniawski-Stokes III
Category2,27,175,Dr. Joel Schulist I
Category1,53,127,Garry Tromp
Category2,77,179,Dr. Gail Adams
Category1,30,169,Moses Schinner
Category2,23,164,Agnes Ebert
Category1,78,132,Lucille Bernhard Sr.
Category2,18,153,Rene Goldner IV
Category1,97,148,Jaime Gislason
Category2,27,194,Jennifer Hoppe
Category1,25,126,Jacob Koelpin
Category2,37,141,Jo Ledner
Category1,50,187,Mr. Micheal Christiansen
Category2,66,135,Loretta Lubowitz
Category1,57,140,Jennifer Powlowski DDS
Category2,41,196,Wilbur Gulgowski
Category1,38,109,Lora Moen
Category2,22,184,Lucy Hane
Category1,59,167,Jean Waters
Category2,39,191,Tony Hoppe IV
Category1,45,144,Alejandro Leffler
Category2,43,108,Catherine Rodriguez
Category1,24,143,Roderick Steuber
Category2,27,102,Jessie Collins
Category1,15,107,Raul Littel
Category2,90,112,Tracy Tillman
Category1,58,189,Derrick Lynch
Category2,73,192,Tamara Rosenbaum
Category1,43,104,Reginald Upton IV
Category2,15,127,Jean Parker II
Category1,33,122,Elisa Rolfson
Category2,58,123,Irene Luettgen
Category1,74,141,Aubrey O'Hara
Category2,66,168,Karla Volkman
Category1,69,140,Amanda Volkman
Category2,31,102,Sandra Smith
Category1,37,179,Andrew Littel
Category2,55,120,Dr. Guadalupe Zemlak
Category1,99,132,Sabrina Robel
Category2,36,177,Eugene Huel
Category1,7,135,Miguel Dietrich
Category2,44,130,Angel Kuhlman
Category1,86,126,Carroll Kub
Category2,33,129,Ms. Sharon Deckow
Category1,21,169,Gerardo Klein
Category2,34,189,Hannah Bernhard
Category1,90,117,Kerry Cremin
Category2,47,171,Mr. Ernesto Jerde
Category1,43,196,Dr. Manuel Jacobs
Category2,52,165,Owen Carter
Category1,78,197,Alvin Heathcote
Category2,52,186,Julie Rau III
Category1,39,129,Maurice Glover
Category2,95,147,Bessie Stamm
Category1,65,118,Maurice Hills
Category2,22,145,Billie Dicki
Category1,76,131,Julia O'Connell
Category2,85,126,Lillian Stokes
Category1,95,138,Gregg Thiel
Category2,58,101,Nellie Walter
Category1,56,154,Douglas Ullrich
Category2,38,126,Jennie Lubowitz
Category1,30,139,Julius Prosacco
Category2,70,176,Steve Nienow
Category1,85,110,Dr. Leah Treutel
Category2,4,184,Terrence Gutmann
Category1,64,108,Vera Waelchi-Frami III
Category2,81,143,Robin McLaughlin
Category1,77,192,Stuart Boehm
Category2,82,101,Irma VonRueden
Category1,20,126,Alfred Farrell
Category2,21,186,Salvador Connelly
Category1,73,156,Cornelius Crist
Category2,85,110,Bill Brakus
Category1,54,160,Audrey Rath
Category2,60,198,Verna Schumm
Category1,44,148,Steven Hintz
Category2,93,161,Rachel Raynor
Category1,99,130,Wade Doyle
Category2,45,182,Kristie Reilly
Category1,28,164,Kent Reichert
Category2,74,101,Johnnie Kautzer
Category1,74,194,Yolanda Mayer MD
Category2,89,200,Marguerite Reilly
Category1,38,139,Eula Kovacek
Category2,9,132,Raquel Koss
Category1,9,152,Jermaine Reynolds
Category2,46,153,Beverly Koch
Category1,19,121,Stella Block Jr.
Category2,38,109,Dewey Jenkins
Category1,84,139,Angie Gleason
Category2,90,136,Luis Collier
Category1,97,160,Blake Runolfsdottir
Category2,31,132,Vicky Lang
Category1,77,192,Kara O'Keefe
Category2,80,155,Ellen Emard
Category1,15,145,Tabitha Hansen
Category2,73,132,Donna Little
Category1,84,148,Mary Donnelly
Category2,33,125,Dr. Julius Yundt
Category1,79,111,Diane Bartoletti III
Category2,44,160,Lyle Will PhD
Category1,91,157,Mr. Sean Bashirian
Category2,95,147,Sonja Wuckert
Category1,100,200,Abel Paucek
Category2,84,112,Kelly Feil
Category1,24,155,Glenn Ondricka
Category2,16,164,Garrett Spencer
Category1,21,122,Mr. Doyle Langosh
Category2,9,111,Tracey Gutmann
Category1,81,126,Marcos Cummings
Category2,79,137,Sophia Ullrich
Category1,81,117,Cary Goodwin
Category2,80,138,Janis Grimes III
Category1,66,163,Kimberly Haag
Category2,18,144,Garry Hane
Category1,76,173,Daisy Runolfsdottir MD
Category2,58,170,Ginger Kovacek-Rohan
Category1,80,189,Henrietta Ward
Category2,87,123,Laura Tromp
Category1,70,127,Claire Flatley
Category2,57,171,Dora Hackett
Category1,79,154,Virgil Marvin
Category2,57,139,Mr. Travis Stamm-Buckridge
Category1,22,194,Shawn DuBuque
Category2,62,167,Faith Rice
Category1,44,198,Luke Parisian
Category2,98,112,Shawna Mueller
Category1,6,153,Dawn Hauck
Category2,8,172,Dan Johnson
Category1,5,187,Joann Spencer
Category2,7,193,Dr. Marcus Miller
Category1,56,179,Oscar Lakin DDS
Category2,29,158,Jana Carter
Category1,19,195,Barbara Cummings
Category2,86,166,June Stanton
Category1,75,114,Mr. Nicolas Senger
Category2,10,126,Teri Monahan
Category1,82,188,Kathleen Aufderhar
Category2,5,173,Lora Huels
Category1,10,166,Estelle Rau
Category2,6,128,Peter O'Hara
Category1,95,192,Dr. Gregory Gutmann-Bahringer V
Category2,17,138,Nora Bechtelar
Category1,85,143,Jack Bruen
Category2,80,169,Dr. Jared Kohler-Weissnat
Category1,9,184,Dustin Rowe
Category2,97,116,Arthur McDermott
Category1,56,165,Kara Lindgren
Category2,36,133,Domingo Satterfield-Stark
Category1,75,112,Dennis Koch
Category2,78,200,Sheldon Jakubowski
Category1,47,117,April Tillman
Category2,11,153,Esther Jacobson
Category1,87,180,Rafael Beatty
Category2,95,132,Forrest Hauck
Category1,54,186,Charlotte Strosin
Category2,58,159,Shari Wisozk
Category1,80,125,Jennie Wisozk
Category2,40,199,Mr. Nick Monahan
Category1,30,127,William Littel MD
Category2,86,194,Rafael Sipes V
Category1,46,194,Jill Reynolds
Category2,94,106,Kate Johnston
Category1,75,143,Dr. Peter Lang-Harber
Category2,71,112,Pete Anderson
Category1,57,189,Ramona Padberg
Category2,26,168,Janet Wolff
Category1,59,151,Lorraine Bradtke
Category2,39,186,Ruby Christiansen
Category1,87,163,Dwight Sawayn
Category2,78,142,Woodrow Rutherford
Category1,46,153,Brent Yost
Category2,73,161,Arturo Halvorson I
Category1,43,149,Devin Skiles
Category2,100,136,Karla Rohan
Category1,24,140,Amelia McClure
Category2,82,127,Cecilia Swift
Category1,31,117,Carla Gulgowski
Category2,52,112,Jeremy Rolfson
Category1,46,172,Rudy Kshlerin
Category2,57,133,Darryl Schamberger
Category1,5,157,Dr. Mona Marquardt
Category2,75,104,Salvatore Donnelly
Category1,79,180,Dana Jacobs
Category2,31,127,Joanne Torphy
Category1,33,200,Gilberto Stroman
Category2,75,130,Jerald Greenholt-Beatty
Category1,11,187,Dr. Ernest Quitzon
Category2,97,193,Dr. Herman Vandervort-Conn
Category1,31,121,Carrie Harvey IV
Category2,80,200,Crystal Senger
Category1,51,140,Chad Leuschke
Category2,73,104,Patrick Wyman
Category1,52,143,Sylvia Nitzsche
Category2,50,179,Ms. Vivian Grant
Category1,84,142,Mr. Austin DuBuque
Category2,11,167,Sheri MacGyver-Will
Category1,81,174,Mr. Ronnie Leffler
Category2,70,157,Dolores Grimes
Category1,67,143,Jack McClure Jr.
Category2,59,200,John Stehr
Category1,67,118,Earl Fahey
Category2,88,150,Mr. Roosevelt Aufderhar
Category1,64,143,Sandra Daniel
Category2,97,185,Ms. Erika Runolfsdottir
Category1,43,143,Shaun Watsica
Category2,17,166,Shari Stokes
Category1,37,181,Mrs. Joanne Wilkinson
Category2,5,108,Betty Rodriguez
Category1,17,139,Luke Oberbrunner
Category2,71,113,Joanne Hilll
Category1,18,138,Rudolph Bailey-Koelpin
Category2,2,122,Mrs. Meghan McKenzie
Category1,20,109,Margie Emmerich
Category2,40,158,Freda Price-Runolfsdottir
Category1,92,122,Mario Heaney
Category2,10,180,Beatrice Ziemann
Category1,58,105,Joanna Koss
Category2,60,184,Vincent Johns
Category1,88,107,Douglas Prohaska
Category2,95,137,Nadine Purdy
Category1,72,155,Bernard Bechtelar
Category2,88,138,Mr. Wade Hermann
Category1,44,185,Bryant Watsica
Category2,49,105,Roderick Murray
Category1,75,134,Johnnie Gibson
Category2,78,161,Luis VonRueden Jr.
Category1,19,131,Ashley Wintheiser
Category2,71,175,Rudy Conn
Category1,48,159,Julia Koch
Category2,50,133,Dustin Brown
Category1,23,162,Dr. Arlene Fahey IV
Category2,15,166,Nick Miller
Category1,52,154,Shannon Koelpin
Category2,41,198,Nancy Ledner
Category1,52,149,Ross Hilll
Category2,93,180,Randolph Steuber
Category1,63,195,Mr. Saul Kris
Category2,92,139,Christy Fisher
Category1,86,130,Jodi Bayer
Category2,58,101,Amos Weimann
Category1,48,184,Patricia Greenfelder
Category2,74,192,Justin Hyatt
Category1,46,171,Nellie Hessel
Category2,39,180,Jake Collier
Category1,48,166,Felix O'Conner
Category2,71,192,Kelley Yost
Category1,19,193,Irene Cronin
Category2,65,195,Patrick D'Amore
Category1,29,160,Dr. William Carroll
Category2,91,129,Ronald Zulauf
Category1,10,176,Brandon Rutherford
Category2,39,168,Tony Wolf III
Category1,87,110,Jo Kling
Category2,52,148,Melba Hansen
Category1,88,103,Stacy Wisoky-Wyman
Category2,44,191,Clifton Borer
Category1,28,172,Donna Schaden
Category2,68,142,Gwen Yost
Category1,92,165,Hector Gerhold II
Category2,8,198,Agnes Auer
Category1,55,109,Leah Streich
Category2,45,123,Dawn Treutel
Category1,20,138,Teresa Vandervort
Category2,72,126,Yvonne Schmeler-Bogisich
Category1,46,111,Miguel Jones
Category2,95,147,Lila Crooks
Category1,70,164,Ana Greenfelder
Category2,87,105,Peter Lynch
Category1,83,148,Lynne Schultz
Category2,21,181,Sheryl Miller
Category1,21,192,Andrea Mueller
Category2,31,109,Elijah Mitchell
Category1,23,174,Kelley Pouros
Category2,54,104,Alfredo Ritchie
Category1,66,104,Lester Dare
Category2,31,130,Dr. Harriet Towne
Category1,53,149,Loretta Simonis IV
Category2,72,161,Annette Monahan II
Category1,35,103,Edwin Altenwerth
Category2,79,178,Delbert O'Kon
Category1,53,128,Dr. Lindsay Lubowitz MD
Category2,94,177,Emanuel Spinka
Category1,14,170,Orville Metz
Category2,31,189,Craig Kub
Category1,23,116,Angelina Greenholt
Category2,68,182,Vanessa Wilkinson
Category1,62,106,Nichole Stanton
Category2,34,157,Julian Kreiger
Category1,43,173,Rodolfo Hand
Category2,29,132,Sylvia Hickle
Category1,42,149,Michael West MD
Category2,29,129,Kay Jerde
Category1,25,135,Brandy Pacocha
Category2,89,194,Mr. Shaun Stokes II
Category1,34,161,Ernestine Jast
Category2,35,169,Dennis Kessler
Category1,14,140,Daryl Sanford
Category2,74,158,Tiffany Denesik
Category1,90,111,Garry Jast
Category2,92,115,Emilio Cruickshank
Category1,43,158,Dr. Julian Ondricka
Category2,84,188,Gordon O'Kon-Bernhard
Category1,16,120,Clifford Roberts
Category2,50,186,Colin Hoppe
Category1,18,132,Dr. Alan Bahringer
Category2,18,148,Cassandra Bogisich
Category1,24,171,Amanda Wiegand
Category2,92,118,Marilyn Armstrong III
Category1,26,128,Lucille Lockman
Category2,88,175,Della Brown
Category1,97,151,Bobby Koss
Category2,45,158,Dr. Donald Batz
Category1,46,158,Ms. Annie Blanda
Category2,10,179,Stephanie Rau
Category1,41,175,Anne Koelpin
Category2,88,135,Abel Wilkinson
Category1,28,120,Clark Kris DDS
Category2,78,199,Perry Veum-Stehr
Category1,16,141,Beth Parisian
Category2,20,103,Sheldon Douglas Jr.
Category1,82,183,Shari Donnelly
Category2,28,163,Kayla Senger
Category1,72,178,Rodolfo Bogisich
Category2,12,158,Walter Anderson
Category1,41,148,Heidi Miller
Category2,42,154,Angelina Gorczany
Category1,67,197,Arthur Dietrich
Category2,61,107,Leonard Parisian
Category1,82,185,Mr. Johnny Veum
Category2,13,113,Katherine Beier
Category1,40,124,Dallas Volkman
Category2,85,122,Miss Audrey Greenholt
Category1,47,184,Matt Herzog II
Category2,76,138,Agnes Ryan
Category1,22,150,Floyd Gottlieb
Category2,43,117,Melinda Kutch
Category1,18,164,Andrea Upton
Category2,70,180,Colleen Gutkowski
Category1,71,170,Janet Hagenes I
Category2,71,127,Tiffany Runte
Category1,64,159,Johnnie Donnelly
Category2,49,112,Edward McLaughlin
Category1,100,196,Andy Gislason DDS
Category2,75,176,Krystal Reichel
Category1,87,179,Mrs. Ruby Pollich
Category2,43,137,Taylor Barrows
Category1,64,123,Esther Considine
Category2,89,172,Annette Rosenbaum IV
Category1,98,159,Spencer White
Category2,92,194,Allen Okuneva
Category1,59,152,Cecelia O'Hara
Category2,25,155,Olive Barrows
Category1,52,194,Nelson Dickens
Category2,80,148,Lionel Quitzon
Category1,51,105,Benjamin Rowe
Category2,20,114,Cedric Wolff
Category1,6,115,Santos Bauch
Category2,45,197,Geoffrey Wilkinson
Category1,45,141,Pedro Hackett
Category2,21,147,Dorothy Runte IV
Category1,80,137,Claire Bednar IV
Category2,27,119,Gerardo VonRueden
Category1,19,180,Ellis Welch
Category2,26,185,Mattie Kovacek
Category1,53,137,Doreen Bauch
Category2,28,112,Jeremiah Hettinger
Category1,1,127,Miss Pam Wuckert
Category2,99,123,Danny Bechtelar
Category1,8,124,Wilbur Roob
Category2,36,158,Angelo Legros
Category1,56,161,Ron Schowalter
Category2,2,120,Ashley Pfeffer
Category1,49,116,Pedro Greenfelder
Category2,58,163,Katherine Gibson
Category1,24,144,Mable Nikolaus Sr.
Category2,37,181,Sue Jaskolski
Category1,96,192,Roger Stokes
Category2,62,125,Blake Borer
Category1,7,163,Faye Mayer
Category2,80,174,Lance Upton
